m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
551.333,397.973,0.998,0.867897,197433.4971419469,17.3918,3.723959996283108e-12,121489.74617564396,3.4761833796402777
261.738,95.5453,0.466428,-0.19695,198182.5025009268,17.4513,2.445315381556103e-11,765470.9614097883,1.420659952566523
1273.54,217.56,0.997266,0.998,112190.36093531974,10.5012,1.498819025066343e-11,244559.326289086,4.335876279758973
414.476,248.528,0.781524,0.849169,118183.52227544248,10.9956,1.3479092787620001e-11,468065.0887568953,3.017065658678229
628.406,209.004,0.998,0.998,76332.44373755272,7.49288,1.1217578371480994e-11,705567.1506092733,3.8405248416808657
893.965,764.189,0.984311,0.959192,114008.53499434896,10.6514,1.0720376103764628e-11,100562.41051569206,6.609316064502723
407.017,235.086,0.67016,0.997983,155957.45721758,14.0724,1.920948973810918e-11,340750.9731884402,2.6612196548755507
811.084,563.064,0.974828,0.986986,48438.59903819281,5.06315,6.436717109047081e-10,419697.0590583818,7.759177041844302
313.112,233.478,0.364994,-0.239537,172821.5075307841,15.4283,1.2390871256230703e-11,366155.90988133656,2.315832556915241
308.257,242.827,0.218417,0.863621,197940.78730140493,17.4321,1.2912563401450242e-11,295994.41827596363,2.242207316482454
584.998,382.593,0.935841,0.899367,102435.5303649551,9.69198,2.2511658908358668e-12,295997.3674744487,4.33822718777911
411.63,310.441,0.301858,0.753525,61438.53856244658,6.20886,1.7323149894971644e-10,907072.0016380692,4.228979523185349
364.437,275.249,0.603536,0.880662,98526.7137072406,9.36601,1.3190559859045366e-10,605805.9986586269,3.200221098214526
976.204,578.408,0.996909,0.99783,109949.26823796389,10.3158,2.001116460911861e-11,125026.6415182466,6.15519224287823
313.961,242.862,-0.0974358,0.860267,179036.12216312913,15.9257,1.978940507407194e-12,336102.3832918807,2.330598377580032
994.094,587.053,0.916113,0.953144,122410.0388858465,11.3431,5.711775438628242e-11,105250.56714180108,6.015493697983224
380.33,369.446,0.503805,0.63834,131304.68302705334,12.0715,1.5894028769842874e-11,309814.771064577,3.30762384413631
380.714,345.907,0.597728,0.0772224,173072.36004111488,15.4484,2.8971069684790328e-11,223040.582843552,2.93895365355477
2061.66,753.712,0.998,0.998,131318.15004986184,12.0726,3.2608991551481624e-12,43537.655278650775,8.673761340428674
262.096,249.331,0.718042,0.91761,113974.6201622544,10.6486,3.2359573115065067e-11,710581.4473354535,2.5644295466120184
576.574,282.231,0.816787,0.950769,140764.37264160693,12.8422,1.3828979823474348e-11,254414.6359445896,3.3949425919933525
466.081,458.109,0.998,0.998,98896.1122209337,9.39686,6.049207352119432e-10,320158.7761589164,4.328338481968072
12415.9,9759.18,0.996182,0.998,76296.3709532234,7.4898,3.5739437813990258e-12,2280.935972400104,64.83308485262437
1087.74,1054.44,0.998,0.998,97978.7526785123,9.32023,1.910483380386568e-11,79854.904228805,8.620026920119237
2660.2,1491.52,0.998,0.998,15418.775339752006,1.94684,3.3906884226167563e-10,232443.421951324,32.404241460614706
504.722,400.414,0.454278,0.998,85287.87868920434,8.25368,1.0522622609826044e-10,407878.8640495824,4.464228318337116
766.063,613.605,0.997888,0.862227,91800.12633724276,8.80253,4.428233717701247e-11,183338.3813032597,6.109962470291118
5059.19,433.287,0.998,0.808533,106115.30676021648,9.99793,2.2643110357509807e-11,51435.15395117346,9.83493727351394
443.449,251.555,0.373685,0.772219,99126.1903313459,9.41607,3.87339572531527e-09,555552.1811533878,3.3125352121629548
491.434,300.632,0.82863,0.679524,156021.90470811224,14.0776,1.9212110487518783e-11,236543.97698587284,3.172824574584344
369.727,224.764,0.502142,0.982111,150585.12167119628,13.6384,1.3108567412537443e-10,401479.4904254105,2.5470953984993603
8169.54,1543.5,0.9965,0.998,88536.33888502307,8.52789,6.409649918430535e-12,13734.044128952137,22.75690202555447
886.733,790.9,0.998,0.998,85295.92138417246,8.25436,3.273464092814585e-11,144361.9576484309,7.394873493064114
588.243,495.813,0.982436,0.984835,122106.81543467432,11.3182,6.586984145692433e-11,186327.0961583953,4.558280757412266
872.688,684.427,0.997999,0.998,122422.21772240648,11.3441,9.638721135747437e-13,102298.02398173262,6.103991233063409
