m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
25759.1,23057.8,0.159083,-0.261966,103685.40194953389,9.80744,1.0715914117862495e-09,404.8359329238032,96.3049826042239
715723.0,103011.0,0.159032,-0.869045,146120.13046078142,13.2933,6.77084569661628e-10,5.085405421015139,74.00182671262968
68470.9,19163.9,0.878693,-0.404142,131378.20054664713,12.0922,5.416283687375695e-10,161.7710264170144,133.00258248545362
49927.1,12176.2,-0.232732,-0.526008,137484.11649286468,12.5908,1.4538993175419135e-09,292.515674719143,67.70200012740571
310730.0,41444.9,0.555435,0.268781,172929.39382825478,15.4565,1.7479017267689776e-10,17.820631901706612,148.83453176622572
97116.2,26685.2,-0.350787,0.596421,181471.95447989216,16.1409,2.894365987315836e-09,58.6410548309245,109.99551791354646
135989.0,35639.4,0.318707,-0.156005,129733.38788621164,11.9576,1.115681951954506e-09,55.73331159505032,183.86603470549207
45060.1,5361.27,-0.792651,-0.682526,89012.31424040867,8.57771,9.613086403934067e-10,1230.5101370152177,46.29500196153907
21386.7,18325.5,0.986348,0.37047,87379.71774759366,8.43988,9.97534643457344e-10,717.5879509513984,98.39083043194248
55072.7,10208.3,0.71592,0.57931,94558.6524466355,9.04438,1.3268448341868346e-08,532.3618632940651,102.05286418038298
175205.0,36016.7,0.687952,-0.365254,100386.16026709488,9.53226,8.112185110402586e-11,64.79675415102258,247.4019557496921
4971.27,3603.62,-0.666602,-0.839342,171480.46709378183,15.3402,1.564710155577015e-09,3774.1545180695903,20.27716163517284
172039.0,65500.4,-0.0955255,0.425029,109018.69858162344,10.2508,1.0450118245944791e-09,33.79606513664309,273.7216073370482
41002.9,3263.48,-0.815158,-0.215289,162774.42577245875,14.64,2.075131648103165e-08,939.3771690561472,22.459368453374545
9707.78,9191.18,-0.985466,-0.744019,162496.41837812634,14.6176,6.788953455356617e-09,1063.348906303048,35.64583995955086
64997.0,13862.9,-0.444407,-0.818438,169149.93418615806,15.153,5.6927185225602044e-09,160.2484511013749,62.33214118822118
14038.5,7995.6,-0.188767,-0.071935,202540.1629414381,17.8202,1.6454821023368115e-09,651.9236918085934,38.644028263243975
41473.7,8882.4,0.183301,0.102324,33914.10773593751,3.74591,2.7466406403486383e-10,2599.5224127272973,124.92056322397734
12698.9,3593.74,0.363654,-0.0957507,145913.1708410654,13.2765,8.086415240175192e-09,2298.052703273621,31.464334807703786
28702.3,22472.2,0.564321,-0.676214,189060.26981522373,16.7471,5.891531231636978e-09,165.6818145872355,80.64324442086512
10610.1,4796.78,-0.794607,0.0201426,87298.5287303475,8.43302,2.267501450546124e-09,4035.1820320214338,38.68236176768591
254022.0,14088.5,-0.687042,-0.316733,164512.6959233927,14.78,7.04162143566481e-10,62.95892572361088,30.5933551151581
14209.2,5475.41,0.265575,0.524009,164644.3583547712,14.7906,8.416024494488633e-09,1213.6767124534238,38.08583981666432
